SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 68 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0809
	Loss_MB/train_phase/train_stream/Task000 = 0.0239
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9848
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 69 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0743
	Loss_MB/train_phase/train_stream/Task000 = 0.0106
	Time_Epoch/train_phase/train_stream/Task000 = 0.0684
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 70 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0733
	Loss_MB/train_phase/train_stream/Task000 = 0.0293
	Time_Epoch/train_phase/train_stream/Task000 = 0.0673
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 71 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0698
	Loss_MB/train_phase/train_stream/Task000 = 0.0417
	Time_Epoch/train_phase/train_stream/Task000 = 0.0682
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9870
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 72 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0749
	Loss_MB/train_phase/train_stream/Task000 = 0.1046
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 73 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0641
	Loss_MB/train_phase/train_stream/Task000 = 0.0893
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9870
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 74 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0674
	Loss_MB/train_phase/train_stream/Task000 = 0.0115
	Time_Epoch/train_phase/train_stream/Task000 = 0.0676
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 75 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0631
	Loss_MB/train_phase/train_stream/Task000 = 0.0141
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 76 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0694
	Loss_MB/train_phase/train_stream/Task000 = 0.0147
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9848
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 77 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0660
	Loss_MB/train_phase/train_stream/Task000 = 0.0632
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 78 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0576
	Loss_MB/train_phase/train_stream/Task000 = 0.1459
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 79 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0641
	Loss_MB/train_phase/train_stream/Task000 = 0.0041
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9870
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 80 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0629
	Loss_MB/train_phase/train_stream/Task000 = 0.1648
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9870
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 81 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0567
	Loss_MB/train_phase/train_stream/Task000 = 0.1016
	Time_Epoch/train_phase/train_stream/Task000 = 0.0673
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 82 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0614
	Loss_MB/train_phase/train_stream/Task000 = 0.0309
	Time_Epoch/train_phase/train_stream/Task000 = 0.0686
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9870
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 83 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0515
	Loss_MB/train_phase/train_stream/Task000 = 0.0239
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 84 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0511
	Loss_MB/train_phase/train_stream/Task000 = 0.0813
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 85 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0499
	Loss_MB/train_phase/train_stream/Task000 = 0.0538
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 86 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0519
	Loss_MB/train_phase/train_stream/Task000 = 0.0205
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 87 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0507
	Loss_MB/train_phase/train_stream/Task000 = 0.0070
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 88 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0557
	Loss_MB/train_phase/train_stream/Task000 = 0.0441
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 89 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0459
	Loss_MB/train_phase/train_stream/Task000 = 0.0032
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 90 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0460
	Loss_MB/train_phase/train_stream/Task000 = 0.1360
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 91 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0472
	Loss_MB/train_phase/train_stream/Task000 = 0.0387
	Time_Epoch/train_phase/train_stream/Task000 = 0.0673
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 92 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0436
	Loss_MB/train_phase/train_stream/Task000 = 0.0208
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 93 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0465
	Loss_MB/train_phase/train_stream/Task000 = 0.0805
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 94 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0458
	Loss_MB/train_phase/train_stream/Task000 = 0.1331
	Time_Epoch/train_phase/train_stream/Task000 = 0.0684
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 95 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0462
	Loss_MB/train_phase/train_stream/Task000 = 0.5492
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 96 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0472
	Loss_MB/train_phase/train_stream/Task000 = 0.0343
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 97 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0445
	Loss_MB/train_phase/train_stream/Task000 = 0.0576
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 98 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0413
	Loss_MB/train_phase/train_stream/Task000 = 0.0191
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 99 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0451
	Loss_MB/train_phase/train_stream/Task000 = 0.0459
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 100 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0410
	Loss_MB/train_phase/train_stream/Task000 = 0.0372
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 101 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0408
	Loss_MB/train_phase/train_stream/Task000 = 0.0014
	Time_Epoch/train_phase/train_stream/Task000 = 0.0683
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 102 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0360
	Loss_MB/train_phase/train_stream/Task000 = 0.0805
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 103 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0384
	Loss_MB/train_phase/train_stream/Task000 = 0.0071
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 104 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0362
	Loss_MB/train_phase/train_stream/Task000 = 0.0022
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 105 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0392
	Loss_MB/train_phase/train_stream/Task000 = 0.0126
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 106 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0365
	Loss_MB/train_phase/train_stream/Task000 = 0.0174
	Time_Epoch/train_phase/train_stream/Task000 = 0.0683
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 107 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0363
	Loss_MB/train_phase/train_stream/Task000 = 0.0876
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 108 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0336
	Loss_MB/train_phase/train_stream/Task000 = 0.1838
	Time_Epoch/train_phase/train_stream/Task000 = 0.0676
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 109 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0314
	Loss_MB/train_phase/train_stream/Task000 = 0.0056
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 110 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0345
	Loss_MB/train_phase/train_stream/Task000 = 0.0163
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 111 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0317
	Loss_MB/train_phase/train_stream/Task000 = 0.0691
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 112 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0340
	Loss_MB/train_phase/train_stream/Task000 = 0.0374
	Time_Epoch/train_phase/train_stream/Task000 = 0.0676
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 113 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0265
	Loss_MB/train_phase/train_stream/Task000 = 0.0033
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 114 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0337
	Loss_MB/train_phase/train_stream/Task000 = 0.0036
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 115 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0331
	Loss_MB/train_phase/train_stream/Task000 = 0.0012
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 116 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0332
	Loss_MB/train_phase/train_stream/Task000 = 0.0100
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 117 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0294
	Loss_MB/train_phase/train_stream/Task000 = 0.0004
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 118 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0294
	Loss_MB/train_phase/train_stream/Task000 = 0.0070
	Time_Epoch/train_phase/train_stream/Task000 = 0.0676
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 119 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0310
	Loss_MB/train_phase/train_stream/Task000 = 0.0106
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 120 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0290
	Loss_MB/train_phase/train_stream/Task000 = 0.1260
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 121 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0256
	Loss_MB/train_phase/train_stream/Task000 = 0.0035
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 122 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0270
	Loss_MB/train_phase/train_stream/Task000 = 0.0046
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 123 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0285
	Loss_MB/train_phase/train_stream/Task000 = 0.0609
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 124 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0228
	Loss_MB/train_phase/train_stream/Task000 = 0.0022
	Time_Epoch/train_phase/train_stream/Task000 = 0.0676
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 125 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0285
	Loss_MB/train_phase/train_stream/Task000 = 0.0004
	Time_Epoch/train_phase/train_stream/Task000 = 0.0691
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9935
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 126 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0260
	Loss_MB/train_phase/train_stream/Task000 = 0.1562
	Time_Epoch/train_phase/train_stream/Task000 = 0.0682
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 127 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0278
	Loss_MB/train_phase/train_stream/Task000 = 0.0016
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 128 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0258
	Loss_MB/train_phase/train_stream/Task000 = 0.0280
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 129 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0228
	Loss_MB/train_phase/train_stream/Task000 = 0.0078
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 130 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0242
	Loss_MB/train_phase/train_stream/Task000 = 0.0135
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 131 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0236
	Loss_MB/train_phase/train_stream/Task000 = 0.0036
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9957
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 132 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0218
	Loss_MB/train_phase/train_stream/Task000 = 0.0103
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 133 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0247
	Loss_MB/train_phase/train_stream/Task000 = 0.0027
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 134 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0200
	Loss_MB/train_phase/train_stream/Task000 = 0.0039
	Time_Epoch/train_phase/train_stream/Task000 = 0.0683
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 135 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0223
	Loss_MB/train_phase/train_stream/Task000 = 0.0019
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 136 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0248
	Loss_MB/train_phase/train_stream/Task000 = 0.0109
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9978
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 137 ended.
